Order ID,Order Date,ProductID,Quantity Ordered,customer_id,time_id
185539,"2019-04-01 09:25:00
",46,1,42,61
181460,"2019-04-01 09:26:00
",50,1,78,62
178715,"2019-04-01 09:28:00
",56,1,79,63
182961,"2019-04-01 09:31:00
",85,2,7,64
188101,"2019-04-01 09:32:00
",23,1,38,65
192261,"2019-04-01 09:35:00
",82,1,3,66
187534,"2019-04-01 09:39:00
",67,1,31,67
177739,"2019-04-01 09:39:00
",71,1,86,68
182763,"2019-04-01 09:43:00
",45,1,35,69
189144,"2019-04-01 09:43:00
",5,1,68,70
182639,"2019-04-01 09:43:00
",46,1,52,71
189504,"2019-04-01 09:46:00
",57,1,54,72
179454,"2019-04-01 09:48:00
",80,1,29,73
185223,"2019-04-01 09:52:00
",34,1,8,74
185279,"2019-04-01 09:52:00
",96,1,25,75
187068,"2019-04-01 09:56:00
",61,1,80,76
181734,"2019-04-01 09:56:00
",30,1,19,77
185601,"2019-04-01 09:58:00
",65,1,98,78
185606,"2019-04-01 09:59:00
",94,1,88,79
189474,"2019-04-01 10:00:00
",71,1,15,80
186785,"2019-04-01 10:00:00
",45,1,78,81
189314,"2019-04-01 10:02:00
",4,1,83,82
188230,"2019-04-01 10:05:00
",35,1,54,83
190973,"2019-04-01 10:08:00
",12,1,72,84
178217,"2019-04-01 10:09:00
",93,5,3,85
189489,"2019-04-01 10:12:00
",43,1,52,86
177868,"2019-04-01 10:17:00
",42,1,4,87
188269,"2019-04-01 10:17:00
",24,1,69,88
185041,"2019-04-01 10:18:00
",31,1,26,89
188618,"2019-04-01 10:18:00
",47,1,7,90
177554,"2019-04-01 10:21:00
",17,1,20,91
180356,"2019-04-01 10:22:00
",96,1,67,92
190846,"2019-04-01 10:23:00
",65,1,81,93
189674,"2019-04-01 10:23:00
",87,2,72,94
177316,"2019-04-01 10:25:00
",33,1,63,95
193252,"2019-04-01 10:26:00
",18,1,24,96
187689,"2019-04-01 10:27:00
",43,1,13,97
184054,"2019-04-01 10:31:00
",34,1,100,98
184559,"2019-04-01 10:34:00
",25,1,98,99
184275,"2019-04-01 10:34:00
",27,1,88,100
183505,"2019-04-01 10:35:00
",31,1,49,101
191042,"2019-04-01 10:36:00
",25,1,25,102
193619,"2019-04-01 10:36:00
",37,1,6,103
188522,"2019-04-01 10:36:00
",24,1,15,104
181183,"2019-04-01 10:39:00
",90,2,59,105
183899,"2019-04-01 10:40:00
",100,1,33,106
186439,"2019-04-01 10:41:00
",87,1,7,107
181718,"2019-04-01 10:42:00
",75,1,42,108
189887,"2019-04-01 10:43:00
",99,2,49,109
185962,"2019-04-01 10:48:00
",12,1,91,110
182408,"2019-04-01 10:48:00
",63,1,93,111
180517,"2019-04-01 10:48:00
",84,1,33,112
188365,"2019-04-01 10:51:00
",94,1,1,113
188515,"2019-04-01 10:51:00
",3,1,61,114
177881,"2019-04-01 10:52:00
",98,1,92,115
176722,"2019-04-01 10:57:00
",63,1,37,116
193989,"2019-04-01 10:57:00
",19,2,78,117
191809,"2019-04-01 10:57:00
",96,1,61,118
177513,"2019-04-01 11:00:00
",46,1,41,119
186696,"2019-04-01 11:01:00
",84,1,53,120
186047,"2019-04-01 11:04:00
",30,2,16,121
189776,"2019-04-01 11:04:00
",73,1,33,122
180818,"2019-04-01 11:05:00
",42,1,13,123
179717,"2019-04-01 11:09:00
",37,1,6,124
189210,"2019-04-01 11:11:00
",57,1,55,125
191691,"2019-04-01 11:17:00
",92,1,95,126
177611,"2019-04-01 11:19:00
",71,1,11,127
178104,"2019-04-01 11:20:00
",92,1,52,128
189793,"2019-04-01 11:20:00
",19,1,67,129
186159,"2019-04-01 11:21:00
",84,1,42,130
182801,"2019-04-01 11:21:00
",4,1,56,131
182520,"2019-04-01 11:24:00
",37,2,7,132
181965,"2019-04-01 11:25:00
",12,2,65,133
191161,"2019-04-01 11:26:00
",24,3,52,134
185581,"2019-04-01 11:28:00
",28,1,8,135
178175,"2019-04-01 11:28:00
",28,1,90,136
181903,"2019-04-01 11:28:00
",52,2,4,137
176981,"2019-04-01 11:29:00
",21,1,58,138
192349,"2019-04-01 11:29:00
",45,1,92,139
193698,"2019-04-01 11:30:00
",84,1,71,140
190434,"2019-04-01 11:30:00
",88,1,35,141
193611,"2019-04-01 11:30:00
",100,1,56,142
190624,"2019-04-01 11:36:00
",95,1,9,143
177176,"2019-04-01 11:36:00
",42,1,72,144
193679,"2019-04-01 11:37:00
",37,1,42,145
190878,"2019-04-01 11:38:00
",62,1,56,146
181423,"2019-04-01 11:42:00
",36,1,33,147
181915,"2019-04-01 11:42:00
",64,1,80,148
182214,"2019-04-01 11:43:00
",55,1,36,149
193641,"2019-04-01 11:46:00
",89,1,39,150
187423,"2019-04-01 11:49:00
",59,1,98,151
193201,"2019-04-01 11:50:00
",90,1,38,152
176677,"2019-04-01 11:50:00
",64,1,44,153
189487,"2019-04-01 11:50:00
",53,1,33,154
187787,"2019-04-01 11:52:00
",54,1,13,155
182939,"2019-04-01 11:53:00
",17,1,20,156
191865,"2019-04-01 11:58:00
",100,1,86,157
181761,"2019-04-01 11:58:00
",46,2,57,158
180015,"2019-04-01 11:59:00
",76,1,63,159
30308,"2019-04-01 12:00:00
",101,1,61,160
183225,"2019-04-01 12:02:00
",10,1,12,161
181666,"2019-04-01 12:05:00
",76,1,18,162
191850,"2019-04-01 12:06:00
",83,1,88,163
188166,"2019-04-01 12:06:00
",54,1,62,164
179762,"2019-04-01 12:12:00
",68,1,82,165
193015,"2019-04-01 12:13:00
",68,1,29,166
179337,"2019-04-01 12:15:00
",101,1,77,167
191245,"2019-04-01 12:18:00
",22,1,15,168
184190,"2019-04-01 12:21:00
",19,1,96,169
190874,"2019-04-01 12:21:00
",74,2,70,170
181491,"2019-04-01 12:23:00
",41,1,56,171
190187,"2019-04-01 12:24:00
",87,1,33,172
179582,"2019-04-01 12:24:00
",12,1,62,173
181824,"2019-04-01 12:30:00
",41,1,80,174
184718,"2019-04-01 12:30:00
",45,3,54,175
180171,"2019-04-01 12:31:00
",9,1,95,176
183110,"2019-04-01 12:31:00
",33,1,65,177
181941,"2019-04-01 12:32:00
",70,1,80,178
193409,"2019-04-01 12:32:00
",12,1,11,179
193991,"2019-04-01 12:33:00
",38,1,42,180
191385,"2019-04-01 12:34:00
",78,1,91,181
190362,"2019-04-01 12:35:00
",92,1,80,182
180621,"2019-04-01 12:37:00
",88,1,99,183
177937,"2019-04-01 12:39:00
",1,1,81,184
184701,"2019-04-01 12:42:00
",64,2,45,185
187745,"2019-04-01 12:42:00
",89,1,90,186
192957,"2019-04-01 12:45:00
",23,1,51,187
185859,"2019-04-01 12:45:00
",34,1,18,188
182101,"2019-04-01 12:45:00
",58,1,37,189
185530,"2019-04-01 12:47:00
",67,1,4,190
189686,"2019-04-01 12:50:00
",11,1,42,191
180192,"2019-04-01 12:55:00
",46,1,69,192
179192,"2019-04-01 12:57:00
",64,3,65,193
176887,"2019-04-01 12:59:00
",93,1,26,194
184381,"2019-04-01 13:01:00
",64,1,26,195
191618,"2019-04-01 13:01:00
",49,1,78,196
189262,"2019-04-01 13:02:00
",29,1,18,197
181515,"2019-04-01 13:03:00
",40,1,99,198
180862,"2019-04-01 13:06:00
",15,1,54,199
191146,"2019-04-01 13:10:00
",80,1,4,200
188241,"2019-04-01 13:10:00
",42,3,28,201
182404,"2019-04-01 13:10:00
",54,1,40,202
190939,"2019-04-01 13:11:00
",84,1,35,203
177072,"2019-04-01 13:11:00
",87,1,9,204
178384,"2019-04-01 13:12:00
",26,2,84,205
191020,"2019-04-01 13:13:00
",10,1,69,206
181177,"2019-04-01 13:13:00
",19,1,98,207
181017,"2019-04-01 13:14:00
",53,1,67,208
181304,"2019-04-01 13:14:00
",34,1,15,209
183748,"2019-04-01 13:16:00
",58,2,33,210
182967,"2019-04-01 13:18:00
",72,1,87,211
193541,"2019-04-01 13:19:00
",51,2,11,212
192070,"2019-04-01 13:19:00
",70,1,39,213
182875,"2019-04-01 13:22:00
",8,1,30,214
181731,"2019-04-01 13:22:00
",11,1,38,215
183521,"2019-04-01 13:22:00
",88,1,13,216
182124,"2019-04-01 13:24:00
",82,1,35,217
194002,"2019-04-01 13:26:00
",95,1,97,218
177235,"2019-04-01 13:27:00
",14,2,69,219
189685,"2019-04-01 13:28:00
",71,1,66,220
187028,"2019-04-01 13:31:00
",28,2,36,221
192161,"2019-04-01 13:32:00
",90,1,8,222
183699,"2019-04-01 13:33:00
",72,1,95,223
190830,"2019-04-01 13:35:00
",24,1,79,224
189979,"2019-04-01 13:35:00
",48,1,87,225
177516,"2019-04-01 13:35:00
",21,1,31,226
190162,"2019-04-01 13:37:00
",62,1,56,227
184560,"2019-04-01 13:38:00
",11,1,38,228
178621,"2019-04-01 13:43:00
",68,1,87,229
183820,"2019-04-01 13:44:00
",64,1,56,230
183384,"2019-04-01 13:45:00
",88,1,83,231
187148,"2019-04-01 13:47:00
",14,2,12,232
184303,"2019-04-01 13:47:00
",43,1,75,233
190157,"2019-04-01 13:48:00
",30,1,15,234
179714,"2019-04-01 13:48:00
",91,1,93,235
193633,"2019-04-01 13:51:00
",41,1,95,236
180843,"2019-04-01 13:51:00
",60,3,57,237
192708,"2019-04-01 13:51:00
",69,1,97,238
192532,"2019-04-01 13:54:00
",16,1,77,239
192575,"2019-04-01 13:57:00
",94,1,56,240
184048,"2019-04-01 13:59:00
",31,1,33,241
181447,"2019-04-01 14:00:00
",77,1,82,242
178642,"2019-04-01 14:02:00
",42,1,70,243
180949,"2019-04-01 14:04:00
",85,1,81,244
181396,"2019-04-01 14:05:00
",80,1,68,245
193227,"2019-04-01 14:05:00
",45,1,81,246
189677,"2019-04-01 14:06:00
",27,1,48,247
179406,"2019-04-01 14:06:00
",36,1,40,248
177681,"2019-04-01 14:07:00
",21,1,59,249
182121,"2019-04-01 14:07:00
",41,1,32,250
188539,"2019-04-01 14:08:00
",56,1,52,251
188768,"2019-04-01 14:09:00
",40,1,32,252
179926,"2019-04-01 14:10:00
",99,1,57,253
187297,"2019-04-01 14:15:00
",60,1,26,254
188797,"2019-04-01 14:17:00
",51,1,76,255
191558,"2019-04-01 14:19:00
",88,1,9,256
185157,"2019-04-01 14:21:00
",13,1,38,257
178863,"2019-04-01 14:21:00
",37,1,18,258
187443,"2019-04-01 14:25:00
",53,1,17,259
184027,"2019-04-01 14:28:00
",99,1,36,260
185656,"2019-04-01 14:29:00
",39,1,61,261
184482,"2019-04-01 14:35:00
",56,1,13,262
185353,"2019-04-01 14:36:00
",83,2,2,263
179206,"2019-04-01 14:39:00
",88,1,84,264
193281,"2019-04-01 14:49:00
",90,1,98,265
193366,"2019-04-01 14:51:00
",59,1,62,266
183101,"2019-04-01 14:53:00
",55,1,83,267
190163,"2019-04-01 14:53:00
",87,1,93,268
185253,"2019-04-01 14:55:00
",97,1,45,269
178239,"2019-04-01 14:57:00
",76,1,20,270
192035,"2019-04-01 14:57:00
",75,1,31,271
182256,"2019-04-01 14:58:00
",13,1,100,272
179585,"2019-04-01 14:59:00
",89,1,36,273
179331,"2019-04-01 15:08:00
",1,1,69,274
191936,"2019-04-01 15:10:00
",66,1,52,275
187826,"2019-04-01 15:10:00
",58,1,78,276
191581,"2019-04-01 15:11:00
",15,1,61,277
180023,"2019-04-01 15:16:00
",61,3,72,278
192413,"2019-04-01 15:18:00
",93,1,48,279
180287,"2019-04-01 15:21:00
",97,1,23,280
185468,"2019-04-01 15:22:00
",94,1,40,281
188424,"2019-04-01 15:23:00
",96,3,57,282
184481,"2019-04-01 15:27:00
",12,2,74,283
187186,"2019-04-01 15:29:00
",4,1,94,284
190715,"2019-04-01 15:29:00
",46,1,80,285
190107,"2019-04-01 15:33:00
",94,1,41,286
190118,"2019-04-01 15:33:00
",88,1,19,287
184967,"2019-04-01 15:34:00
",49,1,97,288
190946,"2019-04-01 15:38:00
",73,1,61,289
183864,"2019-04-01 15:39:00
",67,1,95,290
193289,"2019-04-01 15:50:00
",95,1,38,291
176805,"2019-04-01 15:50:00
",9,1,13,292
176914,"2019-04-01 15:54:00
",1,1,40,293
178525,"2019-04-01 15:55:00
",15,2,23,294
189955,"2019-04-01 15:55:00
",98,1,28,295
186931,"2019-04-01 15:59:00
",54,2,57,296
177073,"2019-04-01 15:59:00
",2,3,10,297
179029,"2019-04-01 16:01:00
",67,1,51,298
181642,"2019-04-01 16:02:00
",7,4,20,299
189668,"2019-04-01 16:03:00
",52,1,20,300
191236,"2019-04-01 16:03:00
",69,1,35,301
182641,"2019-04-01 16:05:00
",44,1,3,302
188594,"2019-04-01 16:05:00
",10,1,48,303
178126,"2019-04-01 16:09:00
",55,1,83,304
182814,"2019-04-01 16:09:00
",10,1,21,305
191445,"2019-04-01 16:11:00
",97,1,14,306
182644,"2019-04-01 16:13:00
",29,1,42,307
179748,"2019-04-01 16:14:00
",68,1,1,308
177671,"2019-04-01 16:14:00
",22,1,9,309
193206,"2019-04-01 16:14:00
",81,1,20,310
187572,"2019-04-01 16:15:00
",31,1,98,311
181133,"2019-04-01 16:16:00
",51,1,1,312
188468,"2019-04-01 16:17:00
",31,1,43,313
186974,"2019-04-01 16:23:00
",2,1,59,314
191538,"2019-04-01 16:29:00
",27,2,12,315
181215,"2019-04-01 16:32:00
",96,1,22,316
190361,"2019-04-01 16:35:00
",62,1,80,317
183789,"2019-04-01 16:35:00
",47,1,98,318
193260,"2019-04-01 16:37:00
",19,1,22,319
192565,"2019-04-01 16:37:00
",97,1,68,320
179899,"2019-04-01 16:40:00
",18,1,6,321
188674,"2019-04-01 16:41:00
",32,1,52,322
185769,"2019-04-01 16:47:00
",36,2,49,323
184452,"2019-04-01 16:48:00
",99,1,8,324
190282,"2019-04-01 16:48:00
",15,1,100,325
177184,"2019-04-01 16:49:00
",48,1,64,326
193699,"2019-04-01 16:49:00
",19,1,87,327
188473,"2019-04-01 16:52:00
",65,1,87,328
180105,"2019-04-01 17:02:00
",50,1,44,329
185121,"2019-04-01 17:02:00
",42,1,99,330
191707,"2019-04-01 17:07:00
",66,1,8,331
186264,"2019-04-01 17:08:00
",44,1,84,332
177106,"2019-04-01 17:10:00
",49,1,25,333
188854,"2019-04-01 17:11:00
",33,1,97,334
185031,"2019-04-01 17:14:00
",6,1,62,335
184639,"2019-04-01 17:15:00
",10,1,97,336
192602,"2019-04-01 17:18:00
",1,1,11,337
179579,"2019-04-01 17:18:00
",100,1,95,338
185500,"2019-04-01 17:22:00
",14,1,72,339
187224,"2019-04-01 17:24:00
",38,1,31,340
186322,"2019-04-01 17:27:00
",19,1,28,341
190760,"2019-04-01 17:29:00
",97,1,24,342
184403,"2019-04-01 17:29:00
",70,1,58,343
179305,"2019-04-01 17:29:00
",35,2,63,344
179110,"2019-04-01 17:30:00
",69,1,70,345
179504,"2019-04-01 17:31:00
",86,1,23,346
184882,"2019-04-01 17:32:00
",79,1,59,347
180385,"2019-04-01 17:32:00
",32,1,51,348
187506,"2019-04-01 17:33:00
",23,2,84,349
192633,"2019-04-01 17:34:00
",41,1,75,350
185303,"2019-04-01 17:34:00
",77,1,12,351
177658,"2019-04-01 17:35:00
",80,1,73,352
185677,"2019-04-01 17:37:00
",48,1,61,353
182292,"2019-04-01 17:41:00
",98,2,72,354
187641,"2019-04-01 17:42:00
",66,1,2,355
191050,"2019-04-01 17:43:00
",43,1,71,356
181360,"2019-04-01 17:43:00
",32,1,68,357
180088,"2019-04-01 17:45:00
",2,1,64,358
193064,"2019-04-01 17:46:00
",1,1,52,359
190650,"2019-04-01 17:53:00
",35,1,61,360
185030,"2019-04-01 18:05:00
",21,1,69,361
182664,"2019-04-01 18:05:00
",96,1,41,362
178613,"2019-04-01 18:06:00
",61,1,27,363
186562,"2019-04-01 18:08:00
",91,1,70,364
188639,"2019-04-01 18:12:00
",64,1,22,365
189503,"2019-04-01 18:12:00
",20,1,3,366
190325,"2019-04-01 18:17:00
",85,1,82,367
191327,"2019-04-01 18:17:00
",87,1,75,368
180708,"2019-04-01 18:17:00
",57,1,28,369
183108,"2019-04-01 18:17:00
",80,1,54,370
189066,"2019-04-01 18:18:00
",50,1,34,371
187714,"2019-04-01 18:22:00
",83,1,35,372
187325,"2019-04-01 18:25:00
",29,1,96,373
188666,"2019-04-01 18:29:00
",35,1,22,374
192610,"2019-04-01 18:29:00
",68,2,96,375
180587,"2019-04-01 18:30:00
",63,1,57,376
188621,"2019-04-01 18:30:00
",5,1,35,377
187783,"2019-04-01 18:31:00
",100,1,100,378
190284,"2019-04-01 18:33:00
",12,1,98,379
181960,"2019-04-01 18:37:00
",77,1,45,380
193677,"2019-04-01 18:38:00
",92,1,85,381
186738,"2019-04-01 18:38:00
",61,1,1,382
180781,"2019-04-01 18:40:00
",3,1,84,383
190492,"2019-04-01 18:44:00
",39,1,13,384
190798,"2019-04-01 18:44:00
",62,2,48,385
193269,"2019-04-01 18:48:00
",25,1,66,386
189150,"2019-04-01 18:50:00
",16,1,70,387
192903,"2019-04-01 18:50:00
",18,1,66,388
193639,"2019-04-01 18:54:00
",94,1,21,389
189812,"2019-04-01 18:55:00
",15,1,85,390
187098,"2019-04-01 18:57:00
",44,1,91,391
186086,"2019-04-01 18:58:00
",11,1,17,392
183362,"2019-04-01 19:03:00
",16,1,87,393
192000,"2019-04-01 19:03:00
",14,1,93,394
178594,"2019-04-01 19:08:00
",91,1,16,395
180320,"2019-04-01 19:09:00
",41,1,24,396
192176,"2019-04-01 19:09:00
",32,3,85,397
192865,"2019-04-01 19:11:00
",9,1,13,398
181011,"2019-04-01 19:11:00
",45,1,74,399
180518,"2019-04-01 19:13:00
",54,1,3,400
177994,"2019-04-01 19:15:00
",58,1,24,401
179328,"2019-04-01 19:19:00
",36,1,39,402
186180,"2019-04-01 19:19:00
",52,1,1,403
179681,"2019-04-01 19:20:00
",43,2,86,404
177758,"2019-04-01 19:21:00
",95,1,98,405
186782,"2019-04-01 19:23:00
",82,1,54,406
179518,"2019-04-01 19:23:00
",94,1,46,407
190031,"2019-04-01 19:25:00
",41,1,59,408
189276,"2019-04-01 19:26:00
",80,1,55,409
184532,"2019-04-01 19:28:00
",17,1,42,410
182816,"2019-04-01 19:28:00
",78,1,77,411
185588,"2019-04-01 19:28:00
",10,1,20,412
187099,"2019-04-01 19:28:00
",85,1,71,413
192023,"2019-04-01 19:31:00
",9,1,22,414
186029,"2019-04-01 19:36:00
",73,1,47,415
180874,"2019-04-01 19:36:00
",62,1,98,416
192409,"2019-04-01 19:36:00
",26,1,20,417
191568,"2019-04-01 19:38:00
",63,1,78,418
192979,"2019-04-01 19:42:00
",90,1,62,419
182505,"2019-04-01 19:43:00
",7,3,96,420
183322,"2019-04-01 19:45:00
",18,1,76,421
182946,"2019-04-01 19:45:00
",13,1,85,422
179308,"2019-04-01 19:47:00
",7,2,86,423
178656,"2019-04-01 19:47:00
",93,1,32,424
188751,"2019-04-01 19:48:00
",49,1,56,425
193675,"2019-04-01 19:49:00
",14,2,29,426
191390,"2019-04-01 19:49:00
",79,1,70,427
179584,"2019-04-01 19:50:00
",86,1,43,428
185789,"2019-04-01 19:51:00
",90,1,46,429
184402,"2019-04-01 19:53:00
",64,1,44,430
180230,"2019-04-01 19:53:00
",87,1,78,431
188409,"2019-04-01 19:54:00
",90,1,27,432
178936,"2019-04-01 19:54:00
",92,1,36,433
185234,"2019-04-01 19:56:00
",87,3,17,434
185540,"2019-04-01 19:57:00
",83,2,74,435
191628,"2019-04-01 19:58:00
",14,3,2,436
183572,"2019-04-01 19:59:00
",93,1,7,437
188252,"2019-04-01 20:00:00
",27,1,47,438
180849,"2019-04-01 20:01:00
",51,1,70,439
177773,"2019-04-01 20:03:00
",2,1,80,440
181418,"2019-04-01 20:06:00
",54,1,39,1
192573,"2019-04-01 20:08:00
",30,1,20,441
184188,"2019-04-01 20:10:00
",51,1,11,442
184314,"2019-04-01 20:11:00
",11,1,83,443
185493,"2019-04-01 20:12:00
",100,1,62,444
192068,"2019-04-01 20:14:00
",51,1,97,445
178470,"2019-04-01 20:15:00
",46,1,37,446
183950,"2019-04-01 20:16:00
",10,2,30,447
193741,"2019-04-01 20:17:00
",17,1,51,448
192249,"2019-04-01 20:22:00
",13,1,17,449
191071,"2019-04-01 20:22:00
",93,2,33,450
185937,"2019-04-01 20:25:00
",38,1,27,451
188427,"2019-04-01 20:26:00
",84,1,89,452
177044,"2019-04-01 20:31:00
",76,1,92,453
182274,"2019-04-01 20:32:00
",18,1,5,454
184790,"2019-04-01 20:34:00
",95,1,17,455
190512,"2019-04-01 20:35:00
",13,1,90,456
189322,"2019-04-01 20:36:00
",5,2,60,457
181361,"2019-04-01 20:37:00
",78,1,21,458
190383,"2019-04-01 20:37:00
",91,1,18,459
179270,"2019-04-01 20:38:00
",73,1,68,460
191386,"2019-04-01 20:38:00
",22,1,10,461
192051,"2019-04-01 20:39:00
",79,1,84,462
192713,"2019-04-01 20:45:00
",33,1,72,463
184665,"2019-04-01 20:45:00
",24,1,9,464
178712,"2019-04-01 20:48:00
",63,1,35,465
189334,"2019-04-01 20:50:00
",58,1,32,466
183024,"2019-04-01 20:51:00
",72,1,18,467
187902,"2019-04-01 20:52:00
",42,1,1,468
187895,"2019-04-01 20:54:00
",33,3,73,469
176775,"2019-04-01 20:56:00
",100,2,24,470
186955,"2019-04-01 20:58:00
",27,1,45,471
190864,"2019-04-01 20:59:00
",92,1,95,472
190549,"2019-04-01 21:00:00
",78,1,32,473
185779,"2019-04-01 21:02:00
",6,1,15,474
188087,"2019-04-01 21:03:00
",32,1,48,475
178037,"2019-04-01 21:03:00
",29,3,23,476
192992,"2019-04-01 21:06:00
",71,1,76,477
185175,"2019-04-01 21:07:00
",25,1,20,478
187607,"2019-04-01 21:07:00
",42,1,55,479
181477,"2019-04-01 21:07:00
",65,1,86,480
189719,"2019-04-01 21:07:00
",69,1,63,481
183118,"2019-04-01 21:08:00
",17,1,84,482
190643,"2019-04-01 21:08:00
",17,1,77,483
178526,"2019-04-01 21:10:00
",71,1,14,484
183253,"2019-04-01 21:10:00
",59,2,44,485
187072,"2019-04-01 21:13:00
",71,1,51,486
179515,"2019-04-01 21:13:00
",5,1,19,487
183811,"2019-04-01 21:15:00
",59,1,34,488
190575,"2019-04-01 21:17:00
",20,1,8,489
179998,"2019-04-01 21:17:00
",85,1,75,490
178983,"2019-04-01 21:17:00
",47,1,100,491
177268,"2019-04-01 21:21:00
",33,2,5,492
188589,"2019-04-01 21:23:00
",38,1,40,493
178151,"2019-04-01 21:28:00
",18,1,73,494
188860,"2019-04-01 21:30:00
",59,1,97,495
188393,"2019-04-01 21:34:00
",21,2,6,496
188967,"2019-04-01 21:36:00
",31,1,65,497
190073,"2019-04-01 21:38:00
",35,1,70,498
181298,"2019-04-01 21:39:00
",20,1,58,499
176626,"2019-04-01 21:40:00
",10,1,29,500
180431,"2019-04-01 21:40:00
",84,1,29,501
193917,"2019-04-01 21:41:00
",99,1,7,502
178653,"2019-04-01 21:41:00
",26,1,85,503
192580,"2019-04-01 21:43:00
",95,2,96,504
176956,"2019-04-01 21:43:00
",11,1,58,505
182652,"2019-04-01 21:44:00
",68,2,11,506
191142,"2019-04-01 21:44:00
",93,1,14,507
190952,"2019-04-01 21:45:00
",74,1,62,508
189511,"2019-04-01 21:47:00
",82,2,94,509
187670,"2019-04-01 21:50:00
",95,1,91,510
187479,"2019-04-01 21:51:00
",34,1,81,511
189412,"2019-04-01 21:52:00
",45,1,59,512
179816,"2019-04-01 21:52:00
",53,1,22,513
189564,"2019-04-01 21:55:00
",17,1,91,514
185786,"2019-04-01 21:58:00
",9,1,41,515
190225,"2019-04-01 21:58:00
",37,1,94,516
188099,"2019-04-01 22:03:00
",47,1,66,517
178622,"2019-04-01 22:05:00
",5,1,14,518
189942,"2019-04-01 22:07:00
",99,1,60,519
188570,"2019-04-01 22:08:00
",73,1,95,520
179223,"2019-04-01 22:09:00
",21,1,32,521
184178,"2019-04-01 22:12:00
",50,1,67,522
190947,"2019-04-01 22:15:00
",48,1,8,523
178128,"2019-04-01 22:21:00
",52,1,46,524
189119,"2019-04-01 22:22:00
",61,1,36,525
179971,"2019-04-01 22:27:00
",20,1,12,526
179357,"2019-04-01 22:28:00
",58,1,21,527
181542,"2019-04-01 22:30:00
",87,1,23,528
187215,"2019-04-01 22:34:00
",49,1,78,529
179872,"2019-04-01 22:35:00
",90,1,55,530
193538,"2019-04-01 22:40:00
",15,1,3,531
178390,"2019-04-01 22:49:00
",99,1,44,532
191291,"2019-04-01 22:57:00
",82,1,26,533
182237,"2019-04-01 22:57:00
",7,1,97,534
